,city,customer_name,On Time,In Full,On Time In Full
16403,Ahmedabad,Coolblue,1,0,0
16404,Vadodara,Rel Fresh,1,1,1
16405,Ahmedabad,Propel Mart,1,1,1
16406,Vadodara,Viveks Stores,1,1,1
16407,Ahmedabad,Atlas Stores,1,1,1
16408,Ahmedabad,Rel Fresh,1,1,1
16409,Vadodara,Elite Mart,1,1,1
16410,Ahmedabad,Sorefoz Mart,1,0,0
16411,Vadodara,Expression Stores,1,1,1
16412,Vadodara,Expression Stores,1,0,0
16413,Ahmedabad,Elite Mart,1,1,1
16414,Vadodara,Expression Stores,1,0,0
16415,Ahmedabad,Logic Stores,1,1,1
16416,Ahmedabad,Acclaimed Stores,0,1,0
16417,Vadodara,Expert Mart,1,1,1
16418,Vadodara,Viveks Stores,0,0,0
16419,Surat,Expression Stores,1,1,1
16420,Surat,Expression Stores,1,1,1
16421,Vadodara,Elite Mart,0,0,0
16422,Surat,Lotus Mart,0,1,0
16423,Surat,Lotus Mart,0,1,0
16424,Ahmedabad,Sorefoz Mart,1,1,1
16425,Ahmedabad,Sorefoz Mart,1,1,1
16426,Surat,Rel Fresh,1,0,0
16427,Surat,Rel Fresh,1,1,1
16428,Ahmedabad,Vijay Stores,1,0,0
16429,Vadodara,Info Stores,1,1,1
16430,Vadodara,Rel Fresh,0,1,0
16431,Vadodara,Rel Fresh,1,1,1
16432,Vadodara,Coolblue,0,0,0
16433,Vadodara,Elite Mart,1,0,0
16434,Ahmedabad,Rel Fresh,0,0,0
16435,Ahmedabad,Expert Mart,0,1,0
16436,Surat,Vijay Stores,1,0,0
16437,Ahmedabad,Logic Stores,1,0,0
16438,Vadodara,Expression Stores,1,1,1
16439,Ahmedabad,Atlas Stores,1,0,0
16440,Ahmedabad,Chiptec Stores,1,1,1
16441,Ahmedabad,Acclaimed Stores,0,1,0
16442,Vadodara,Propel Mart,1,1,1
16443,Ahmedabad,Expert Mart,1,1,1
16444,Ahmedabad,Lotus Mart,0,0,0
16445,Surat,Chiptec Stores,1,1,1
16446,Surat,Chiptec Stores,1,1,1
16447,Vadodara,Lotus Mart,0,1,0
16448,Vadodara,Info Stores,1,0,0
16449,Vadodara,Info Stores,1,0,0
16450,Ahmedabad,Elite Mart,1,1,1
16451,Ahmedabad,Logic Stores,1,1,1
16452,Vadodara,Viveks Stores,1,1,1
16453,Vadodara,Coolblue,1,0,0
16454,Surat,Vijay Stores,1,0,0
16455,Ahmedabad,Rel Fresh,1,1,1
16456,Ahmedabad,Coolblue,0,1,0
16457,Ahmedabad,Sorefoz Mart,1,0,0
16458,Surat,Expression Stores,1,1,1
16459,Vadodara,Acclaimed Stores,0,1,0
16460,Vadodara,Vijay Stores,1,0,0
16461,Surat,Propel Mart,1,1,1
16462,Surat,Propel Mart,1,1,1
16463,Surat,Atlas Stores,1,1,1
16464,Vadodara,Expert Mart,1,0,0
16465,Ahmedabad,Acclaimed Stores,0,1,0
16466,Ahmedabad,Acclaimed Stores,1,1,1
16467,Ahmedabad,Chiptec Stores,1,0,0
16468,Ahmedabad,Chiptec Stores,1,1,1
16469,Ahmedabad,Atlas Stores,1,1,1
16470,Vadodara,Vijay Stores,1,0,0
16471,Surat,Lotus Mart,0,1,0
16472,Ahmedabad,Elite Mart,1,1,1
16473,Ahmedabad,Lotus Mart,0,0,0
16474,Vadodara,Sorefoz Mart,1,0,0
16475,Vadodara,Sorefoz Mart,1,0,0
16476,Surat,Viveks Stores,1,1,1
16477,Surat,Chiptec Stores,1,0,0
16478,Surat,Chiptec Stores,1,1,1
16479,Surat,Expression Stores,1,0,0
16480,Surat,Expression Stores,1,1,1
16481,Surat,Vijay Stores,1,1,1
16482,Ahmedabad,Propel Mart,0,0,0
16483,Vadodara,Expression Stores,1,1,1
16484,Vadodara,Expression Stores,1,1,1
16485,Vadodara,Sorefoz Mart,1,0,0
16486,Vadodara,Sorefoz Mart,1,1,1
16487,Surat,Rel Fresh,0,1,0
16488,Surat,Acclaimed Stores,0,0,0
16489,Vadodara,Expression Stores,1,1,1
16490,Surat,Viveks Stores,1,0,0
16491,Ahmedabad,Propel Mart,0,0,0
16492,Surat,Logic Stores,1,1,1
16493,Ahmedabad,Atlas Stores,1,1,1
16494,Vadodara,Acclaimed Stores,0,0,0
16495,Vadodara,Acclaimed Stores,1,1,1
16496,Surat,Vijay Stores,1,1,1
16497,Ahmedabad,Vijay Stores,1,1,1
16498,Ahmedabad,Vijay Stores,1,1,1
16499,Ahmedabad,Rel Fresh,1,0,0
16500,Ahmedabad,Rel Fresh,1,1,1
16501,Ahmedabad,Chiptec Stores,1,1,1
16502,Vadodara,Lotus Mart,0,1,0
16503,Vadodara,Sorefoz Mart,1,0,0
16504,Vadodara,Acclaimed Stores,1,1,1
16505,Ahmedabad,Sorefoz Mart,1,1,1
16506,Ahmedabad,Acclaimed Stores,1,0,0
16507,Ahmedabad,Acclaimed Stores,1,1,1
16508,Ahmedabad,Propel Mart,1,1,1
16509,Ahmedabad,Logic Stores,1,1,1
16510,Ahmedabad,Logic Stores,1,0,0
16511,Vadodara,Expression Stores,1,1,1
16512,Surat,Vijay Stores,0,1,0
16513,Surat,Chiptec Stores,1,0,0
16514,Surat,Atlas Stores,1,0,0
16515,Vadodara,Info Stores,1,1,1
16516,Surat,Expression Stores,1,1,1
16517,Surat,Expression Stores,1,1,1
16518,Ahmedabad,Chiptec Stores,1,1,1
16519,Ahmedabad,Expert Mart,1,1,1
16520,Ahmedabad,Lotus Mart,0,0,0
16521,Surat,Lotus Mart,1,1,1
16522,Surat,Viveks Stores,1,0,0
16523,Vadodara,Vijay Stores,1,1,1
16524,Vadodara,Vijay Stores,1,0,0
16525,Surat,Viveks Stores,1,0,0
16526,Surat,Chiptec Stores,1,1,1
16527,Surat,Chiptec Stores,1,1,1
16528,Vadodara,Sorefoz Mart,1,1,1
16529,Vadodara,Sorefoz Mart,0,1,0
16530,Surat,Expression Stores,1,1,1
16531,Surat,Expression Stores,1,1,1
16532,Ahmedabad,Logic Stores,1,1,1
16533,Surat,Info Stores,1,0,0
16534,Ahmedabad,Elite Mart,1,1,1
16535,Ahmedabad,Chiptec Stores,1,1,1
16536,Vadodara,Acclaimed Stores,0,1,0
16537,Surat,Vijay Stores,0,0,0
16538,Ahmedabad,Coolblue,0,1,0
16539,Vadodara,Expert Mart,1,0,0
16540,Ahmedabad,Vijay Stores,0,1,0
16541,Vadodara,Info Stores,1,0,0
16542,Vadodara,Coolblue,0,0,0
16543,Surat,Info Stores,1,0,0
16544,Ahmedabad,Expert Mart,1,1,1
16545,Surat,Propel Mart,1,1,1
16546,Ahmedabad,Elite Mart,1,1,1
16547,Vadodara,Lotus Mart,0,1,0
16548,Vadodara,Viveks Stores,1,1,1
16549,Surat,Viveks Stores,1,1,1
16550,Surat,Viveks Stores,1,0,0
16551,Ahmedabad,Atlas Stores,1,1,1
16552,Vadodara,Elite Mart,1,0,0
16553,Surat,Logic Stores,1,1,1
16554,Vadodara,Lotus Mart,1,1,1
16555,Vadodara,Sorefoz Mart,0,1,0
16556,Vadodara,Sorefoz Mart,1,0,0
16557,Vadodara,Sorefoz Mart,1,1,1
16558,Vadodara,Viveks Stores,1,1,1
16559,Ahmedabad,Chiptec Stores,1,1,1
16560,Ahmedabad,Sorefoz Mart,1,0,0
16561,Vadodara,Info Stores,0,1,0
16562,Surat,Rel Fresh,1,0,0
16563,Vadodara,Propel Mart,1,1,1
16564,Ahmedabad,Coolblue,0,1,0
16565,Ahmedabad,Expert Mart,0,0,0
16566,Surat,Chiptec Stores,1,1,1
16567,Ahmedabad,Atlas Stores,1,1,1
16568,Vadodara,Expression Stores,1,1,1
16569,Ahmedabad,Vijay Stores,0,1,0
16570,Ahmedabad,Acclaimed Stores,0,1,0
16571,Ahmedabad,Propel Mart,1,1,1
16572,Surat,Logic Stores,1,1,1
16573,Surat,Expression Stores,1,1,1
16574,Surat,Expression Stores,1,1,1
16575,Ahmedabad,Expert Mart,1,1,1
16576,Ahmedabad,Acclaimed Stores,0,1,0
16577,Vadodara,Sorefoz Mart,1,1,1
16578,Ahmedabad,Propel Mart,1,1,1
16579,Vadodara,Vijay Stores,1,1,1
16580,Vadodara,Vijay Stores,1,0,0
16581,Ahmedabad,Atlas Stores,1,1,1
16582,Surat,Info Stores,1,0,0
16583,Surat,Acclaimed Stores,0,1,0
16584,Surat,Atlas Stores,1,1,1
16585,Vadodara,Info Stores,1,1,1
16586,Ahmedabad,Logic Stores,1,1,1
16587,Vadodara,Propel Mart,1,1,1
16588,Vadodara,Propel Mart,0,1,0
16589,Vadodara,Info Stores,1,1,1
16590,Vadodara,Sorefoz Mart,1,1,1
16591,Ahmedabad,Chiptec Stores,1,1,1
16592,Vadodara,Rel Fresh,1,0,0
16593,Ahmedabad,Coolblue,0,1,0
16594,Surat,Logic Stores,1,1,1
16595,Ahmedabad,Atlas Stores,1,0,0
16596,Vadodara,Coolblue,1,0,0
16597,Ahmedabad,Rel Fresh,1,1,1
16598,Surat,Propel Mart,0,1,0
16599,Ahmedabad,Vijay Stores,1,0,0
16600,Vadodara,Viveks Stores,1,0,0
16601,Vadodara,Viveks Stores,0,0,0
16602,Surat,Lotus Mart,0,1,0
16603,Ahmedabad,Propel Mart,1,1,1
16604,Ahmedabad,Coolblue,1,0,0
16605,Surat,Viveks Stores,1,1,1
16606,Vadodara,Viveks Stores,0,1,0
16607,Ahmedabad,Rel Fresh,0,0,0
16608,Ahmedabad,Sorefoz Mart,1,0,0
16609,Ahmedabad,Logic Stores,1,1,1
16610,Surat,Info Stores,1,1,1
16611,Surat,Rel Fresh,1,1,1
16612,Surat,Acclaimed Stores,0,0,0
16613,Ahmedabad,Vijay Stores,1,1,1
16614,Surat,Viveks Stores,1,1,1
16615,Surat,Viveks Stores,1,0,0
16616,Surat,Atlas Stores,1,1,1
16617,Surat,Vijay Stores,0,1,0
16618,Surat,Propel Mart,1,1,1
16619,Surat,Lotus Mart,0,1,0
16620,Ahmedabad,Coolblue,1,1,1
16621,Vadodara,Lotus Mart,0,0,0
16622,Ahmedabad,Lotus Mart,0,1,0
16623,Surat,Expression Stores,1,0,0
16624,Vadodara,Rel Fresh,1,1,1
16625,Vadodara,Vijay Stores,1,0,0
16626,Ahmedabad,Expert Mart,1,1,1
16627,Ahmedabad,Vijay Stores,1,0,0
16628,Ahmedabad,Propel Mart,1,0,0
16629,Ahmedabad,Atlas Stores,1,1,1
16630,Ahmedabad,Atlas Stores,0,1,0
16631,Ahmedabad,Atlas Stores,1,1,1
16632,Vadodara,Propel Mart,1,1,1
16633,Surat,Expression Stores,1,1,1
16634,Vadodara,Lotus Mart,0,1,0
16635,Vadodara,Lotus Mart,0,1,0
16636,Surat,Info Stores,1,0,0
16637,Vadodara,Info Stores,1,1,1
16638,Surat,Atlas Stores,1,0,0
16639,Ahmedabad,Rel Fresh,1,0,0
16640,Vadodara,Rel Fresh,1,1,1
16641,Ahmedabad,Coolblue,1,1,1
16642,Vadodara,Lotus Mart,0,1,0
16643,Vadodara,Rel Fresh,1,1,1
16644,Surat,Rel Fresh,0,0,0
16645,Ahmedabad,Chiptec Stores,1,1,1
16646,Surat,Info Stores,1,0,0
16647,Vadodara,Sorefoz Mart,1,0,0
16648,Surat,Propel Mart,1,1,1
16649,Ahmedabad,Lotus Mart,0,0,0
16650,Surat,Chiptec Stores,1,0,0
16651,Ahmedabad,Sorefoz Mart,1,1,1
16652,Ahmedabad,Atlas Stores,1,1,1
16653,Vadodara,Viveks Stores,1,1,1
16654,Ahmedabad,Elite Mart,1,0,0
16655,Surat,Atlas Stores,1,1,1
16656,Vadodara,Elite Mart,1,0,0
16657,Ahmedabad,Expert Mart,1,1,1
16658,Ahmedabad,Acclaimed Stores,0,1,0
16659,Vadodara,Viveks Stores,1,1,1
16660,Vadodara,Info Stores,1,1,1
16661,Vadodara,Lotus Mart,0,1,0
16662,Surat,Propel Mart,1,1,1
16663,Vadodara,Rel Fresh,1,0,0
16664,Vadodara,Rel Fresh,1,1,1
16665,Vadodara,Sorefoz Mart,1,0,0
16666,Ahmedabad,Acclaimed Stores,0,0,0
16667,Ahmedabad,Acclaimed Stores,1,0,0
16668,Vadodara,Propel Mart,1,0,0
16669,Vadodara,Viveks Stores,1,0,0
16670,Surat,Logic Stores,1,1,1
16671,Ahmedabad,Coolblue,0,0,0
16672,Ahmedabad,Chiptec Stores,1,1,1
16673,Surat,Viveks Stores,1,1,1
16674,Surat,Viveks Stores,1,1,1
16675,Ahmedabad,Elite Mart,1,0,0
16676,Ahmedabad,Lotus Mart,1,0,0
16677,Ahmedabad,Propel Mart,1,0,0
16678,Ahmedabad,Propel Mart,0,1,0
16679,Surat,Acclaimed Stores,1,0,0
16680,Ahmedabad,Expert Mart,1,1,1
16681,Ahmedabad,Vijay Stores,1,1,1
16682,Ahmedabad,Sorefoz Mart,0,0,0
16683,Vadodara,Expert Mart,1,0,0
16684,Surat,Chiptec Stores,0,1,0
16685,Ahmedabad,Logic Stores,0,1,0
16686,Ahmedabad,Expert Mart,1,1,1
16687,Ahmedabad,Atlas Stores,1,1,1
16688,Surat,Acclaimed Stores,0,0,0
16689,Surat,Lotus Mart,0,1,0
16690,Surat,Atlas Stores,1,0,0
16691,Vadodara,Coolblue,0,0,0
16692,Vadodara,Coolblue,0,0,0
16693,Ahmedabad,Rel Fresh,1,1,1
16694,Ahmedabad,Rel Fresh,1,0,0
16695,Vadodara,Elite Mart,1,0,0
16696,Vadodara,Viveks Stores,1,1,1
16697,Vadodara,Viveks Stores,1,0,0
16698,Ahmedabad,Propel Mart,0,0,0
16699,Surat,Expression Stores,1,1,1
16700,Ahmedabad,Logic Stores,1,1,1
16701,Vadodara,Sorefoz Mart,1,1,1
16702,Vadodara,Coolblue,0,0,0
16703,Surat,Vijay Stores,1,1,1
16704,Surat,Logic Stores,1,1,1
16705,Surat,Viveks Stores,1,0,0
16706,Surat,Rel Fresh,1,0,0
16707,Surat,Rel Fresh,1,1,1
16708,Ahmedabad,Acclaimed Stores,0,1,0
16709,Ahmedabad,Atlas Stores,1,1,1
16710,Ahmedabad,Rel Fresh,0,0,0
16711,Vadodara,Acclaimed Stores,0,0,0
16712,Surat,Expression Stores,1,1,1
16713,Vadodara,Info Stores,1,1,1
16714,Surat,Propel Mart,1,0,0
16715,Vadodara,Propel Mart,1,0,0
16716,Ahmedabad,Acclaimed Stores,0,1,0
16717,Surat,Acclaimed Stores,0,1,0
16718,Vadodara,Acclaimed Stores,0,1,0
16719,Vadodara,Lotus Mart,1,1,1
16720,Surat,Logic Stores,1,1,1
16721,Ahmedabad,Chiptec Stores,1,0,0
16722,Ahmedabad,Rel Fresh,1,0,0
16723,Ahmedabad,Lotus Mart,1,0,0
16724,Surat,Chiptec Stores,1,1,1
16725,Vadodara,Elite Mart,1,0,0
16726,Vadodara,Elite Mart,0,1,0
16727,Ahmedabad,Sorefoz Mart,0,0,0
16728,Ahmedabad,Sorefoz Mart,1,0,0
16729,Surat,Atlas Stores,1,0,0
16730,Surat,Vijay Stores,1,1,1
16731,Ahmedabad,Expert Mart,1,1,1
16732,Ahmedabad,Expert Mart,0,1,0
16733,Vadodara,Coolblue,1,0,0
16734,Vadodara,Expert Mart,1,1,1
16735,Surat,Lotus Mart,0,0,0
16736,Surat,Chiptec Stores,0,1,0
16737,Surat,Chiptec Stores,0,0,0
16738,Surat,Rel Fresh,1,1,1
16739,Surat,Rel Fresh,1,1,1
16740,Surat,Expression Stores,1,1,1
16741,Surat,Atlas Stores,0,1,0
16742,Surat,Atlas Stores,1,1,1
16743,Vadodara,Rel Fresh,1,1,1
16744,Vadodara,Elite Mart,1,0,0
16745,Vadodara,Elite Mart,1,0,0
16746,Ahmedabad,Expert Mart,1,1,1
16747,Ahmedabad,Expert Mart,1,1,1
16748,Vadodara,Viveks Stores,0,1,0
16749,Surat,Logic Stores,0,1,0
16750,Surat,Vijay Stores,1,0,0
16751,Surat,Propel Mart,1,0,0
16752,Ahmedabad,Logic Stores,1,0,0
16753,Surat,Viveks Stores,1,1,1
16754,Surat,Viveks Stores,0,1,0
16755,Surat,Info Stores,1,1,1
16756,Ahmedabad,Acclaimed Stores,0,1,0
16757,Ahmedabad,Acclaimed Stores,1,1,1
16758,Ahmedabad,Lotus Mart,1,0,0
16759,Ahmedabad,Lotus Mart,0,0,0
16760,Ahmedabad,Propel Mart,1,1,1
16761,Vadodara,Rel Fresh,1,1,1
16762,Vadodara,Elite Mart,1,0,0
16763,Surat,Rel Fresh,1,1,1
16764,Vadodara,Viveks Stores,1,1,1
16765,Vadodara,Coolblue,0,0,0
16766,Ahmedabad,Rel Fresh,0,1,0
16767,Surat,Logic Stores,1,1,1
16768,Surat,Expression Stores,1,1,1
16769,Surat,Info Stores,1,0,0
16770,Surat,Info Stores,1,0,0
16771,Vadodara,Acclaimed Stores,0,1,0
16772,Vadodara,Vijay Stores,1,0,0
16773,Surat,Atlas Stores,1,1,1
16774,Surat,Atlas Stores,1,1,1
16775,Vadodara,Expert Mart,0,1,0
16776,Ahmedabad,Coolblue,0,1,0
16777,Vadodara,Propel Mart,1,1,1
16778,Vadodara,Viveks Stores,0,1,0
16779,Surat,Atlas Stores,0,1,0
16780,Ahmedabad,Acclaimed Stores,0,1,0
16781,Ahmedabad,Acclaimed Stores,0,1,0
16782,Vadodara,Vijay Stores,1,0,0
16783,Ahmedabad,Elite Mart,1,1,1
16784,Surat,Rel Fresh,1,1,1
16785,Surat,Rel Fresh,1,0,0
16786,Surat,Viveks Stores,1,0,0
16787,Ahmedabad,Vijay Stores,1,1,1
16788,Ahmedabad,Vijay Stores,1,0,0
16789,Ahmedabad,Logic Stores,1,1,1
16790,Ahmedabad,Rel Fresh,1,1,1
16791,Vadodara,Acclaimed Stores,0,1,0
16792,Ahmedabad,Expert Mart,1,1,1
16793,Vadodara,Coolblue,0,0,0
16794,Vadodara,Rel Fresh,1,0,0
16795,Vadodara,Info Stores,1,1,1
16796,Vadodara,Info Stores,1,1,1
16797,Surat,Acclaimed Stores,0,1,0
16798,Ahmedabad,Expert Mart,0,1,0
16799,Ahmedabad,Expert Mart,1,0,0
16800,Ahmedabad,Propel Mart,1,0,0
16801,Ahmedabad,Coolblue,0,1,0
16802,Ahmedabad,Coolblue,0,0,0
16803,Ahmedabad,Atlas Stores,1,1,1
16804,Vadodara,Viveks Stores,1,1,1
16805,Vadodara,Coolblue,0,1,0
16806,Surat,Expression Stores,1,0,0
16807,Ahmedabad,Logic Stores,1,1,1
16808,Surat,Lotus Mart,0,1,0
16809,Ahmedabad,Atlas Stores,1,0,0
16810,Ahmedabad,Atlas Stores,1,1,1
16811,Vadodara,Sorefoz Mart,1,1,1
16812,Surat,Acclaimed Stores,0,1,0
16813,Ahmedabad,Elite Mart,1,1,1
16814,Ahmedabad,Propel Mart,1,1,1
16815,Vadodara,Expert Mart,1,0,0
16816,Vadodara,Expression Stores,1,1,1
16817,Surat,Atlas Stores,1,0,0
16818,Vadodara,Elite Mart,1,0,0
16819,Ahmedabad,Expert Mart,1,1,1
16820,Surat,Propel Mart,1,1,1
16821,Ahmedabad,Vijay Stores,1,1,1
16822,Vadodara,Rel Fresh,1,1,1
16823,Surat,Viveks Stores,1,0,0
16824,Ahmedabad,Propel Mart,1,1,1
16825,Surat,Lotus Mart,1,1,1
16826,Surat,Logic Stores,1,1,1
16827,Ahmedabad,Logic Stores,0,1,0
16828,Surat,Acclaimed Stores,0,0,0
16829,Vadodara,Vijay Stores,1,0,0
16830,Vadodara,Lotus Mart,0,1,0
16831,Vadodara,Rel Fresh,1,0,0
16832,Vadodara,Rel Fresh,1,1,1
16833,Ahmedabad,Elite Mart,1,1,1
16834,Vadodara,Elite Mart,1,1,1
16835,Surat,Rel Fresh,1,1,1
16836,Surat,Vijay Stores,1,1,1
16837,Vadodara,Coolblue,0,1,0
16838,Ahmedabad,Atlas Stores,1,0,0
16839,Vadodara,Expert Mart,0,0,0
16840,Ahmedabad,Lotus Mart,0,1,0
16841,Ahmedabad,Lotus Mart,0,1,0
16842,Ahmedabad,Vijay Stores,1,1,1
16843,Vadodara,Info Stores,1,0,0
16844,Ahmedabad,Coolblue,0,1,0
16845,Vadodara,Coolblue,1,0,0
16846,Surat,Expression Stores,1,1,1
16847,Ahmedabad,Acclaimed Stores,0,0,0
16848,Surat,Chiptec Stores,0,1,0
16849,Ahmedabad,Rel Fresh,1,0,0
16850,Ahmedabad,Rel Fresh,1,0,0
16851,Ahmedabad,Lotus Mart,0,0,0
16852,Ahmedabad,Vijay Stores,1,1,1
16853,Vadodara,Vijay Stores,1,0,0
16854,Vadodara,Lotus Mart,0,1,0
16855,Ahmedabad,Atlas Stores,0,1,0
16856,Ahmedabad,Sorefoz Mart,1,0,0
16857,Vadodara,Rel Fresh,1,1,1
16858,Surat,Acclaimed Stores,0,0,0
16859,Surat,Acclaimed Stores,0,0,0
16860,Ahmedabad,Logic Stores,1,1,1
16861,Ahmedabad,Chiptec Stores,1,1,1
16862,Ahmedabad,Elite Mart,1,0,0
16863,Ahmedabad,Elite Mart,1,1,1
16864,Surat,Info Stores,1,0,0
16865,Vadodara,Acclaimed Stores,0,0,0
16866,Surat,Lotus Mart,0,1,0
16867,Ahmedabad,Coolblue,1,0,0
16868,Vadodara,Elite Mart,1,1,1
16869,Vadodara,Coolblue,0,0,0
16870,Surat,Vijay Stores,1,1,1
16871,Vadodara,Expression Stores,1,1,1
16872,Ahmedabad,Acclaimed Stores,0,1,0
16873,Ahmedabad,Propel Mart,1,0,0
16874,Ahmedabad,Propel Mart,1,0,0
16875,Surat,Atlas Stores,0,1,0
16876,Surat,Atlas Stores,1,0,0
16877,Vadodara,Expert Mart,1,0,0
16878,Vadodara,Viveks Stores,1,1,1
16879,Surat,Expression Stores,0,1,0
16880,Ahmedabad,Vijay Stores,0,0,0
16881,Surat,Logic Stores,1,1,1
16882,Ahmedabad,Acclaimed Stores,1,1,1
16883,Vadodara,Rel Fresh,1,1,1
16884,Ahmedabad,Atlas Stores,1,1,1
16885,Vadodara,Acclaimed Stores,1,1,1
16886,Ahmedabad,Elite Mart,0,1,0
16887,Ahmedabad,Elite Mart,1,1,1
16888,Surat,Atlas Stores,1,1,1
16889,Surat,Vijay Stores,1,1,1
16890,Ahmedabad,Lotus Mart,0,0,0
16891,Vadodara,Lotus Mart,1,1,1
16892,Vadodara,Lotus Mart,0,0,0
16893,Surat,Atlas Stores,1,0,0
16894,Surat,Rel Fresh,1,1,1
16895,Vadodara,Acclaimed Stores,0,0,0
16896,Surat,Vijay Stores,1,1,1
16897,Surat,Vijay Stores,0,1,0
16898,Vadodara,Info Stores,1,1,1
16899,Vadodara,Sorefoz Mart,1,1,1
16900,Vadodara,Rel Fresh,1,1,1
16901,Ahmedabad,Lotus Mart,0,0,0
16902,Surat,Info Stores,1,1,1
16903,Vadodara,Propel Mart,1,1,1
16904,Surat,Expression Stores,1,0,0
16905,Surat,Lotus Mart,1,1,1
16906,Vadodara,Expert Mart,1,0,0
16907,Vadodara,Lotus Mart,0,0,0
16908,Ahmedabad,Propel Mart,1,1,1
16909,Ahmedabad,Propel Mart,1,1,1
16910,Vadodara,Info Stores,0,1,0
16911,Ahmedabad,Expert Mart,1,1,1
16912,Vadodara,Expert Mart,1,1,1
16913,Ahmedabad,Coolblue,0,0,0
16914,Ahmedabad,Coolblue,1,1,1
16915,Surat,Viveks Stores,1,1,1
16916,Surat,Chiptec Stores,0,1,0
16917,Vadodara,Elite Mart,1,1,1
16918,Vadodara,Elite Mart,1,0,0
16919,Vadodara,Rel Fresh,0,1,0
16920,Vadodara,Rel Fresh,0,1,0
16921,Vadodara,Vijay Stores,1,0,0
16922,Surat,Vijay Stores,1,1,1
16923,Surat,Atlas Stores,1,0,0
16924,Ahmedabad,Chiptec Stores,1,1,1
16925,Surat,Chiptec Stores,1,0,0
16926,Surat,Vijay Stores,1,1,1
16927,Vadodara,Acclaimed Stores,0,1,0
16928,Vadodara,Acclaimed Stores,0,1,0
16929,Vadodara,Acclaimed Stores,0,1,0
16930,Ahmedabad,Acclaimed Stores,0,0,0
16931,Ahmedabad,Lotus Mart,1,1,1
16932,Vadodara,Viveks Stores,0,1,0
16933,Vadodara,Viveks Stores,1,1,1
16934,Ahmedabad,Elite Mart,1,1,1
16935,Vadodara,Sorefoz Mart,1,1,1
16936,Vadodara,Expression Stores,1,1,1
16937,Ahmedabad,Sorefoz Mart,1,0,0
16938,Ahmedabad,Sorefoz Mart,1,1,1
16939,Vadodara,Rel Fresh,1,1,1
16940,Ahmedabad,Chiptec Stores,1,1,1
16941,Ahmedabad,Rel Fresh,1,0,0
16942,Ahmedabad,Rel Fresh,1,1,1
16943,Surat,Rel Fresh,1,0,0
16944,Ahmedabad,Vijay Stores,1,1,1
16945,Surat,Viveks Stores,1,0,0
16946,Surat,Viveks Stores,1,1,1
16947,Ahmedabad,Sorefoz Mart,1,0,0
16948,Vadodara,Coolblue,1,0,0
16949,Vadodara,Coolblue,1,1,1
16950,Surat,Chiptec Stores,1,1,1
16951,Surat,Expression Stores,1,1,1
16952,Vadodara,Sorefoz Mart,1,1,1
16953,Vadodara,Vijay Stores,1,0,0
16954,Vadodara,Expression Stores,1,0,0
16955,Ahmedabad,Logic Stores,1,1,1
16956,Ahmedabad,Lotus Mart,0,0,0
16957,Ahmedabad,Lotus Mart,0,0,0
16958,Surat,Propel Mart,1,0,0
16959,Surat,Rel Fresh,0,1,0
16960,Ahmedabad,Acclaimed Stores,1,0,0
16961,Ahmedabad,Acclaimed Stores,0,0,0
16962,Surat,Acclaimed Stores,0,0,0
16963,Surat,Logic Stores,1,1,1
16964,Ahmedabad,Expert Mart,1,0,0
16965,Ahmedabad,Chiptec Stores,1,1,1
16966,Vadodara,Acclaimed Stores,0,0,0
16967,Ahmedabad,Coolblue,1,1,1
16968,Ahmedabad,Coolblue,0,1,0
16969,Vadodara,Info Stores,1,1,1
16970,Ahmedabad,Logic Stores,1,0,0
16971,Vadodara,Acclaimed Stores,0,1,0
16972,Surat,Logic Stores,1,1,1
16973,Ahmedabad,Lotus Mart,0,0,0
16974,Vadodara,Expert Mart,1,0,0
16975,Surat,Acclaimed Stores,1,1,1
16976,Surat,Chiptec Stores,0,1,0
16977,Ahmedabad,Sorefoz Mart,1,0,0
16978,Ahmedabad,Rel Fresh,1,1,1
16979,Vadodara,Viveks Stores,1,1,1
16980,Ahmedabad,Coolblue,0,1,0
16981,Surat,Vijay Stores,0,0,0
16982,Vadodara,Elite Mart,1,0,0
16983,Vadodara,Acclaimed Stores,0,1,0
16984,Vadodara,Lotus Mart,0,0,0
16985,Surat,Propel Mart,1,1,1
16986,Surat,Propel Mart,1,0,0
16987,Surat,Chiptec Stores,1,0,0
16988,Surat,Atlas Stores,1,1,1
16989,Ahmedabad,Acclaimed Stores,0,1,0
16990,Surat,Lotus Mart,0,1,0
16991,Vadodara,Vijay Stores,1,0,0
16992,Vadodara,Propel Mart,1,1,1
16993,Ahmedabad,Rel Fresh,0,0,0
16994,Vadodara,Viveks Stores,0,1,0
16995,Vadodara,Viveks Stores,1,1,1
16996,Vadodara,Expression Stores,1,1,1
16997,Ahmedabad,Atlas Stores,1,1,1
16998,Surat,Viveks Stores,1,0,0
16999,Surat,Info Stores,1,0,0
17000,Ahmedabad,Coolblue,0,1,0
17001,Ahmedabad,Vijay Stores,1,1,1
17002,Ahmedabad,Vijay Stores,1,1,1
17003,Ahmedabad,Expert Mart,0,1,0
17004,Ahmedabad,Chiptec Stores,1,1,1
17005,Surat,Viveks Stores,1,1,1
17006,Ahmedabad,Atlas Stores,0,0,0
17007,Surat,Acclaimed Stores,0,0,0
17008,Surat,Rel Fresh,1,1,1
17009,Ahmedabad,Acclaimed Stores,0,1,0
